Path,Directory,File,Category,Function,Namespace,Types,FieldCount,MethodCount,Fields,Methods,EnumValues,Size
Abilities\UngulataTalentLV1AbilityEffect.cs,Abilities,UngulataTalentLV1AbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class UngulataTalentLV1AbilityEffect; struct _003COnActive_003Ed__0,5,3,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:UngulataTalentLV1AbilityEffect; _003Canimals_003E5__2:List<Animal>; _003C_003Eu__1:UniTask.Awaiter,MoveNext():void; SetStateMachine():void; OnActive():UniTask,,1457
Abilities\UngulataTalentLV1AbilityEffectParams.cs,Abilities,UngulataTalentLV1AbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class UngulataTalentLV1AbilityEffectParams,1,0,money:int,,,139
Abilities\UngulataTalentLV2AbilityEffect.cs,Abilities,UngulataTalentLV2AbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class UngulataTalentLV2AbilityEffect,0,1,,OnActive():UniTask,,272
Abilities\UngulataTalentLV2AbilityEffectParams.cs,Abilities,UngulataTalentLV2AbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class UngulataTalentLV2AbilityEffectParams,1,0,mul:int,,,137
Abilities\UngulataTalentLV3AbilityEffect.cs,Abilities,UngulataTalentLV3AbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class UngulataTalentLV3AbilityEffect; struct _003CAddAnimal_003Ed__1,5,4,_003C_003E1__state:int; _003C_003Et__builder:AsyncVoidMethodBuilder; removeAnimal:Animal; _003CbaseMoney_003E5__2:BigInteger; _003C_003Eu__1:UniTask<Animal>.Awaiter,MoveNext():void; SetStateMachine():void; OnActive():UniTask; AddAnimal():void,,1434
Abilities\UngulataTalentLV3AbilityEffectParams.cs,Abilities,UngulataTalentLV3AbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class UngulataTalentLV3AbilityEffectParams,1,0,prob:float,,,140
Abilities\UniqueAbilityEffect.cs,Abilities,UniqueAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class UniqueAbilityEffect; struct _003COnActive_003Ed__0; struct _003COnNightUpdate_003Ed__1,9,6,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:UniqueAbilityEffect; _003Canimals_003E5__2:List<Animal>; _003C_003Eu__1:UniTask.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:UniqueAbilityEffect; _003C_003Eu__1:UniTask.Awaiter,MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; OnActive():UniTask; OnNightUpdate():UniTask,,2444
Abilities\UniqueAbilityParams.cs,Abilities,UniqueAbilityParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class UniqueAbilityParams,1,0,money:int,,,122
Abilities\UnlockAnimalEventEffect.cs,Abilities,UnlockAnimalEventEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class UnlockAnimalEventEffect,0,2,,OnActive():UniTask; OnCareerUpdate():void,,310
Abilities\UnlockAnimalEventParams.cs,Abilities,UnlockAnimalEventParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class UnlockAnimalEventParams,1,0,animalType:AnimalType,,,142
Abilities\UnlockAnimalFamilyEventEffect.cs,Abilities,UnlockAnimalFamilyEventEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class UnlockAnimalFamilyEventEffect,0,2,,OnActive():UniTask; OnCareerUpdate():void,,322
Abilities\UnlockAnimalFamilyEventParams.cs,Abilities,UnlockAnimalFamilyEventParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class UnlockAnimalFamilyEventParams,1,0,animalFamily:AnimalFamily,,,152
Abilities\UnlockMultiAnimalFamilyEventEffect.cs,Abilities,UnlockMultiAnimalFamilyEventEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class UnlockMultiAnimalFamilyEventEffect,0,2,,OnActive():UniTask; OnCareerUpdate():void,,332
Abilities\UnlockMultiAnimalFamilyEventParams.cs,Abilities,UnlockMultiAnimalFamilyEventParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class UnlockMultiAnimalFamilyEventParams,1,0,animalFamilies:AnimalFamily,,,159
Abilities\UseAnimalFamilyEventEffect.cs,Abilities,UseAnimalFamilyEventEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class UseAnimalFamilyEventEffect,0,2,,OnDestroy():void; OnCareerUpdate():void,,367
Abilities\UseAnimalFamilyEventParams.cs,Abilities,UseAnimalFamilyEventParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class UseAnimalFamilyEventParams,2,0,animalFamilies:List<AnimalFamily>; counts:List<int>,,,224
Abilities\UsurperTokenAbilityEffect.cs,Abilities,UsurperTokenAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class UsurperTokenAbilityEffect; struct _003CDelayAddEgg_003Ed__1,4,4,_003C_003E1__state:int; _003C_003Et__builder:AsyncVoidMethodBuilder; gridPos:Vector2Int; _003C_003Eu__1:UniTask.Awaiter,MoveNext():void; SetStateMachine():void; OnActive():UniTask; DelayAddEgg():void,,1364
Abilities\UsurperTokenAbilityEffectParams.cs,Abilities,UsurperTokenAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class UsurperTokenAbilityEffectParams,1,0,prob:float,,,135
Abilities\VelociraptorAbilityEffect.cs,Abilities,VelociraptorAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class VelociraptorAbilityEffect; struct _003COnActive_003Ed__1,4,3,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:VelociraptorAbilityEffect; _003C_003Eu__1:UniTask.Awaiter,MoveNext():void; SetStateMachine():void; OnActive():UniTask,,1445
Abilities\VelociraptorAbilityEffectParams.cs,Abilities,VelociraptorAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class VelociraptorAbilityEffectParams,2,0,num:int; count:int,,,155
Abilities\VineAbilityEffect.cs,Abilities,VineAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class VineAbilityEffect; struct _003COnActive_003Ed__0,6,4,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:VineAbilityEffect; _003CnewPos_003E5__2:Vector2Int; _003C_003Eu__1:UniTask.Awaiter; _003C_003Eu__2:UniTask<Animal>.Awaiter,MoveNext():void; SetStateMachine():void; OnActive():UniTask; OnDayEnd():UniTask,,1534
Abilities\VineAbilityEffectParams.cs,Abilities,VineAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class VineAbilityEffectParams,1,0,vineBuff:AbilitySO,,,159
Abilities\VineBuffAbilityEffect.cs,Abilities,VineBuffAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class VineBuffAbilityEffect,1,3,EffectId:int,OnInit():void; OnDestroy():void; OnDayEnd():UniTask,,363
Abilities\ViperAbilityEffect.cs,Abilities,ViperAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class ViperAbilityEffect; struct _003COnActive_003Ed__0,9,3,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:ViperAbilityEffect; _003Clevel_003E5__2:int; _003Cindex_003E5__3:int; _003C_003Eu__1:UniTask.Awaiter; _003C_003E7__wrap3:List<Animal>.Enumerator; _003Canimal_003E5__5:Animal; _003C_003Eu__2:UniTask<bool>.Awaiter,MoveNext():void; SetStateMachine():void; OnActive():UniTask,,1576
Abilities\WalrusAbilityEffect.cs,Abilities,WalrusAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class WalrusAbilityEffect; struct _003COnActive_003Ed__0,4,3,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:WalrusAbilityEffect; _003C_003Eu__1:UniTask.Awaiter,MoveNext():void; SetStateMachine():void; OnActive():UniTask,,1333
Abilities\WalrusAbilityParams.cs,Abilities,WalrusAbilityParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class WalrusAbilityParams,1,0,money:int,,,122
Abilities\WarmPackAbilityEffect.cs,Abilities,WarmPackAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class WarmPackAbilityEffect; struct _003COnActive_003Ed__0,5,3,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:WarmPackAbilityEffect; _003Ctask_003E5__2:UniTask; _003C_003Eu__1:UniTask.Awaiter,MoveNext():void; SetStateMachine():void; OnActive():UniTask,,1385
Abilities\WarmPackAbilityEffectParams.cs,Abilities,WarmPackAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class WarmPackAbilityEffectParams,1,0,day:int,,,128
Abilities\WasabiSoysauceAbilityEffect.cs,Abilities,WasabiSoysauceAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class WasabiSoysauceAbilityEffect,1,1,animals:List<Animal>,OnActive():UniTask,,334
Abilities\WasabiSoysauceAbilityEffectParams.cs,Abilities,WasabiSoysauceAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class WasabiSoysauceAbilityEffectParams,1,0,money:int,,,136
Abilities\WhiteBatAbilityEffect.cs,Abilities,WhiteBatAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class WhiteBatAbilityEffect; struct _003COnActive_003Ed__1,5,3,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:WhiteBatAbilityEffect; _003C_003Eu__1:UniTask.Awaiter; aroundAnimals:List<Animal>,MoveNext():void; SetStateMachine():void; OnActive():UniTask,,1415
Abilities\WhiteBatAbilityParams.cs,Abilities,WhiteBatAbilityParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class WhiteBatAbilityParams,1,0,count:int,,,124
Abilities\WinterGiftBoxAbilityEffect.cs,Abilities,WinterGiftBoxAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class WinterGiftBoxAbilityEffect,0,1,,OnSold():void,,176
Abilities\WinterGiftBoxAbilityEffectParams.cs,Abilities,WinterGiftBoxAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class WinterGiftBoxAbilityEffectParams,1,0,packItem:PackItemSO,,,169
Abilities\WinterSaleModAbilityEffect.cs,Abilities,WinterSaleModAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class WinterSaleModAbilityEffect,0,4,,OnInit():void; OnDestroy():void; OnComputeShopItemPriceEvent():void; OnComputeRefreshShopPriceEvent():void,,458
Abilities\WinterSaleModAbilityEffectParams.cs,Abilities,WinterSaleModAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class WinterSaleModAbilityEffectParams,2,0,price:int; multiplier:int,,,164
Abilities\WoodenFishEffect.cs,Abilities,WoodenFishEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class WoodenFishEffect,1,2,removeCount:int,OnDestroy():void; OnActive():UniTask,,362
Abilities\WoodenFishEffectParams.cs,Abilities,WoodenFishEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class WoodenFishEffectParams,2,0,count:int; gold:int,,,147
Abilities\WormAbilityEffect.cs,Abilities,WormAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class WormAbilityEffect,0,1,,OnActive():UniTask,,244
Abilities\WormAbilityEffectParams.cs,Abilities,WormAbilityEffectParams.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class WormAbilityEffectParams,1,0,prob:float,,,127
Abilities\YinglongAbilityEffect.cs,Abilities,YinglongAbilityEffect.cs,能力系统,能力触发、效果或参数定义,Shepherd.Abilities,class YinglongAbilityEffect; struct _003COnActive_003Ed__2,13,4,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:YinglongAbilityEffect; _003ChasActive_003E5__2:bool; _003Clevel_003E5__3:int; _003Ci_003E5__4:int; _003ChexCoords_003E5__5:HexCoords; _003C_003E7__wrap5:Vector3Int[]; _003C_003E7__wrap6:int; _003C_003E7__wrap7:List<Animal>.Enumerator; _003Canimal_003E5__9:Animal; _003C_003Eu__1:UniTask.Awaiter; ImpactType:ImpactType,MoveNext():void; SetStateMachine():void; OnActive():UniTask; ShowOutline():void,,1859
Core\Blackboard.cs,Core,Blackboard.cs,核心基础设施,游戏业务类，具体职责见字段和方法名,Shepherd.Core,class Blackboard; enum ExpireType; class Entry; class Entry,5,16,value:T; OnValueChanged:Action<T>; Value:T; expireType:ExpireType; ExpireType:ExpireType,GetValue():object; SetValue():void; Clear():void; Create():Entry<T>; GetValue():object; SetValue():void; Clear():void; SetExpire():void; Release():void; Clear():void; ClearEntry():void; HasEntry():bool; GetEntry():Entry; RemoveEntry():bool; Create():Blackboard; Release():void,ExpireType=Persistent = 0|NextDay = 1,1914
Core\EventSubscriber.cs,Core,EventSubscriber.cs,核心基础设施,游戏业务类，具体职责见字段和方法名,Shepherd.Core,class EventSubscriber,1,5,Owner:object,Subscribe():void; UnSubscribe():void; UnSubscribeAll():void; Create():EventSubscriber; Clear():void,,616
Core\SingletonBehaviour.cs,Core,SingletonBehaviour.cs,核心基础设施,游戏业务类，具体职责见字段和方法名,Shepherd.Core,class SingletonBehaviour,4,3,_instance:T; disableCancellation:CancellationTokenSource; Instance:T; disableCancellationToken:CancellationToken,Awake():void; OnEnable():void; OnDisable():void,,521
Data\DataAbility.cs,Data,DataAbility.cs,数据记录/映射,游戏业务类，具体职责见字段和方法名,Shepherd.Data,class DataAbility,0,5,,OnPreload():void; OnUnload():void; OnLoadAssetSuccess():void; GetAbility():AbilitySO; GetAbilityByIdOrAka():AbilitySO,,537
Data\DataAchievement.cs,Data,DataAchievement.cs,数据记录/映射,游戏业务类，具体职责见字段和方法名,Shepherd.Data,class DataAchievement,1,5,Achievements:IReadOnlyCollection<AchievementSO>,OnPreload():void; OnUnload():void; OnLoadAssetSuccess():void; GetAchievement():AchievementSO; GetAchievementByName():AchievementSO,,638
Data\DataAnimal.cs,Data,DataAnimal.cs,数据记录/映射,游戏业务类，具体职责见字段和方法名,Shepherd.Data,class DataAnimal,1,4,Animals:IReadOnlyCollection<AnimalSO>,OnPreload():void; OnUnload():void; OnLoadAssetSuccess():void; GetAnimal():AnimalSO,,521
Data\DataAnimalFamily.cs,Data,DataAnimalFamily.cs,数据记录/映射,枚举或类型标识定义,Shepherd.Data,class DataAnimalFamily,1,4,AnimalFamilies:IReadOnlyCollection<AnimalFamilySO>,OnPreload():void; OnUnload():void; OnLoadAssetSuccess():void; GetAnimalFamily():AnimalFamilySO,,565
Data\DataBase.cs,Data,DataBase.cs,数据记录/映射,游戏业务类，具体职责见字段和方法名,Shepherd.Data,class DataBase,3,22,eventSubscriber:EventSubscriber; loadAssetCallbacks:LoadAssetCallbacks; IsPreloadReady:bool,Init():void; Preload():void; Load():void; Unload():void; Shutdown():void; OnInit():void; OnPreload():void; OnLoad():void; OnUnload():void; OnShutdown():void; OnLoadDataTableSuccess():void; OnLoadAssetSuccess():void; Subscribe():void; UnSubscribe():void; LoadDataTable():void; LoadAsset():void; LoadAssetsByTag():void; UnloadAsset():void; OnLoadDataTableSuccessEvent():void; OnLoadDataTableFailureEvent():void; LoadAssetSuccessCallback():void; LoadAssetFailureCallback():void,,2316
Data\DataBoss.cs,Data,DataBoss.cs,数据记录/映射,游戏业务类，具体职责见字段和方法名,Shepherd.Data,class DataBoss,1,4,Bosses:IReadOnlyCollection<BossSO>,OnPreload():void; OnUnload():void; OnLoadAssetSuccess():void; GetBoss():BossSO,,493
Data\DataCareerEvent.cs,Data,DataCareerEvent.cs,数据记录/映射,游戏业务类，具体职责见字段和方法名,Shepherd.Data,class DataCareerEvent,1,4,CareerEvents:IReadOnlyCollection<CareerEventSO>,OnPreload():void; OnUnload():void; OnLoadAssetSuccess():void; GetCareerEvent():CareerEventSO,,545
Data\DataGameMode.cs,Data,DataGameMode.cs,数据记录/映射,枚举或类型标识定义,Shepherd.Data,class DataGameMode,0,4,,OnPreload():void; OnUnload():void; OnLoadAssetSuccess():void; GetGameMode():GameModeSO,,478
Data\DataHero.cs,Data,DataHero.cs,数据记录/映射,游戏业务类，具体职责见字段和方法名,Shepherd.Data,class DataHero,1,4,Heros:IReadOnlyCollection<HeroSO>,OnPreload():void; OnUnload():void; OnLoadAssetSuccess():void; GetHero():HeroSO,,501
Data\DataItem.cs,Data,DataItem.cs,数据记录/映射,游戏业务类，具体职责见字段和方法名,Shepherd.Data,class DataItem,1,4,Items:IReadOnlyCollection<ItemSO>,OnPreload():void; OnUnload():void; OnLoadAssetSuccess():void; GetItem():ItemSO,,501
Data\DataMap.cs,Data,DataMap.cs,数据记录/映射,游戏业务类，具体职责见字段和方法名,Shepherd.Data,class DataMap,1,4,Maps:IReadOnlyCollection<MapSO>,OnPreload():void; OnUnload():void; OnLoadAssetSuccess():void; GetMap():MapSO,,485
Data\DataStuff.cs,Data,DataStuff.cs,数据记录/映射,游戏业务类，具体职责见字段和方法名,Shepherd.Data,class DataStuff,1,4,Stuffs:IReadOnlyCollection<StuffSO>,OnPreload():void; OnUnload():void; OnLoadAssetSuccess():void; GetStuff():StuffSO,,511
Data\DataTerm.cs,Data,DataTerm.cs,数据记录/映射,游戏业务类，具体职责见字段和方法名,Shepherd.Data,class DataTerm,0,5,,OnPreload():void; OnUnload():void; OnLoadAssetSuccess():void; GetTerm():TermSO; GetTermByIdOrAka():TermSO,,519
Data\DataToy.cs,Data,DataToy.cs,数据记录/映射,游戏业务类，具体职责见字段和方法名,Shepherd.Data,class DataToy,2,5,Toys:IReadOnlyCollection<ToySO>; AdvToys:IReadOnlyCollection<ToySO>,OnPreload():void; OnUnload():void; OnLoadAssetSuccess():void; GetToy():ToySO; GetToy():ToySO,,661
Data\DataUIForm.cs,Data,DataUIForm.cs,数据记录/映射,UGUI 窗口/界面逻辑,Shepherd.Data,class DataUIForm,0,4,,OnPreload():void; OnUnload():void; OnLoadAssetSuccess():void; GetUIForm():UIFormSO,,456
Debugger\GMCmdAttribute.cs,Debugger,GMCmdAttribute.cs,调试工具,游戏业务类，具体职责见字段和方法名,Shepherd.Debugger,class GMCmdAttribute,1,0,Name:string,,,227
Debugger\GMCommand.cs,Debugger,GMCommand.cs,调试工具,游戏业务类，具体职责见字段和方法名,Shepherd.Debugger,class GMCommand,0,24,,AddAnimal():void; AddStuff():void; AddItem():void; AddMoney():void; AddMapCell():void; AddShopGold():void; ClearSave():void; ResetAnimalUnlock():void; UnlockAllAnimalFamily():void; UnlockNextMapLevel():void; UnlockAllMap():void; UnlockEndlessMode():void; TriggerEvent():void; UnlockAll():void; SkipCurStage():void; FinishCurGame():void; ResetHeroCoolDown():void; ChangeHero():void; AddBaseMoneyForAllAnimals():void; AddBoss():void; ReadLastSave():void; HongbaoRain():void; AddFossil():void; PrintSteamStats():void,,2015
Debugger\GMWindow.cs,Debugger,GMWindow.cs,调试工具,游戏业务类，具体职责见字段和方法名,Shepherd.Debugger,class GMWindow; class Command,8,7,name:string; method:MethodInfo; needInput:bool; horizonCount:int; m_ScrollPosition:Vector2; input:string; gmCommand:GMCommand; commands:List<Command>,Initialize():void; OnEnter():void; OnLeave():void; OnUpdate():void; Shutdown():void; OnDraw():void; OnDrawScrollableWindow():void,,840
